ECO,OpeningCategory,OpeningType,Games,BlackWins,BlackWinRate,AvgWhiteElo,AvgBlackElo,EloDiff
A46b,A,Queen's Pawn Opening,53,26.0,0.49,2241.49,2308.15,-66.66
E71a,E,Queen's Pawn Opening,113,52.5,0.46,2391.44,2379.71,11.73
E11c,E,Queen's Pawn Opening,141,56.0,0.4,2341.11,2308.75,32.36
A46x,A,Queen's Pawn Opening,127,77.5,0.61,2227.27,2306.5,-79.23
A13n,A,Other,299,115.0,0.38,2311.26,2228.96,82.3
D00a,D,Queen's Pawn Opening,118,60.0,0.51,2040.9,2070.03,-29.13
A22,A,Other,759,344.5,0.45,2226.52,2196.38,30.14
B03s,B,King's Pawn Opening,104,58.5,0.56,2107.18,2131.3,-24.12
B22d,B,King's Pawn Opening,346,173.5,0.5,2180.46,2201.98,-21.52
D26d,D,Queen's Pawn Opening,42,19.0,0.45,2361.9,2397.45,-35.55
D01f,D,Queen's Pawn Opening,33,14.0,0.42,2162.03,2124.85,37.18
D05b,D,Queen's Pawn Opening,79,41.5,0.53,2308.37,2269.99,38.38
B54l,B,King's Pawn Opening,4,1.5,0.38,1932.0,1972.5,-40.5
A37x,A,Other,93,35.0,0.38,2255.4,2214.23,41.17
C55h,C,King's Pawn Opening,253,118.5,0.47,2317.69,2308.52,9.17
D78l,D,Queen's Pawn Opening,15,7.0,0.47,2179.53,2077.2,102.33
E11f,E,Queen's Pawn Opening,313,159.0,0.51,2336.18,2324.88,11.3
B43c,B,King's Pawn Opening,150,92.5,0.62,2064.61,2231.65,-167.04
A43o,A,Queen's Pawn Opening,70,35.0,0.5,2330.83,2304.46,26.37
E20,E,Queen's Pawn Opening,931,484.5,0.52,2223.53,2267.08,-43.55
C07m,C,King's Pawn Opening,242,120.5,0.5,2237.79,2276.32,-38.53
D26e,D,Queen's Pawn Opening,131,54.0,0.41,2311.21,2245.81,65.4
D06j,D,Queen's Pawn Opening,22,5.5,0.25,2214.0,1795.05,418.95
D02t,D,Queen's Pawn Opening,118,59.5,0.5,2281.48,2272.68,8.8
C25c,C,King's Pawn Opening,30,13.5,0.45,2208.83,2210.63,-1.8
C47t,C,King's Pawn Opening,274,135.5,0.49,2259.97,2300.62,-40.65
C89d,C,King's Pawn Opening,16,7.0,0.44,2394.44,2489.25,-94.81
A13s,A,Other,640,288.5,0.45,2316.72,2277.92,38.8
C54m,C,King's Pawn Opening,116,63.5,0.55,2032.26,2152.68,-120.42
B30j,B,King's Pawn Opening,284,98.5,0.35,2329.53,2289.48,40.05
B01c,B,King's Pawn Opening,444,187.0,0.42,2201.79,2165.24,36.55
E51,E,Queen's Pawn Opening,243,113.5,0.47,2329.01,2310.77,18.24
B76s,B,King's Pawn Opening,108,44.0,0.41,2269.61,2159.86,109.75
B30d,B,King's Pawn Opening,90,49.5,0.55,2184.98,2207.09,-22.11
A40f,A,Queen's Pawn Opening,86,41.0,0.48,2388.63,2382.42,6.21
B40c,B,King's Pawn Opening,425,204.5,0.48,2296.28,2316.57,-20.29
C45j,C,King's Pawn Opening,402,214.5,0.53,2265.4,2282.54,-17.14
B13f,B,King's Pawn Opening,725,367.5,0.51,2178.39,2216.16,-37.77
C42j,C,King's Pawn Opening,139,51.5,0.37,2329.66,2301.86,27.8
C26a,C,King's Pawn Opening,194,71.0,0.37,2358.74,2255.52,103.22
A49,A,Queen's Pawn Opening,1509,679.5,0.45,2298.01,2266.77,31.24
B12l,B,King's Pawn Opening,852,371.5,0.44,2240.41,2250.52,-10.11
C50o,C,King's Pawn Opening,377,168.0,0.45,2423.72,2369.66,54.06
C41r,C,King's Pawn Opening,485,226.5,0.47,2246.65,2281.0,-34.35
A30g,A,Other,218,102.5,0.47,2345.02,2325.26,19.76
B48c,B,King's Pawn Opening,650,326.0,0.5,2289.34,2311.2,-21.86
D25f,D,Queen's Pawn Opening,20,9.0,0.45,2260.2,2271.9,-11.7
C42r,C,King's Pawn Opening,254,102.5,0.4,2431.36,2388.36,43.0
B53r,B,King's Pawn Opening,61,25.0,0.41,2225.87,2134.92,90.95
B49d,B,King's Pawn Opening,35,18.0,0.51,2085.66,2209.49,-123.83
E46,E,Queen's Pawn Opening,1074,518.0,0.48,2296.19,2324.65,-28.46
E10e,E,Queen's Pawn Opening,80,40.5,0.51,2383.06,2431.84,-48.78
B13j,B,King's Pawn Opening,181,78.5,0.43,2048.36,2028.06,20.3
B83,B,King's Pawn Opening,115,51.5,0.45,2215.09,2288.12,-73.03
C55e,C,King's Pawn Opening,154,70.5,0.46,2278.25,2297.95,-19.7
B41b,B,King's Pawn Opening,58,37.0,0.64,2248.72,2355.24,-106.52
C70,C,King's Pawn Opening,964,492.0,0.51,2305.42,2338.02,-32.6
D31q,D,Queen's Pawn Opening,64,30.5,0.48,2248.69,2224.36,24.33
C59b,C,King's Pawn Opening,38,17.0,0.45,2277.45,2303.16,-25.71
B53t,B,King's Pawn Opening,61,29.5,0.48,2240.38,2225.95,14.43
B22g,B,King's Pawn Opening,333,161.0,0.48,2278.39,2277.32,1.07
C47a,C,King's Pawn Opening,579,223.5,0.39,2458.66,2398.31,60.35
B22f,B,King's Pawn Opening,612,328.0,0.54,2165.53,2238.76,-73.23
B61a,B,King's Pawn Opening,21,14.0,0.67,2202.71,2301.76,-99.05
C28g,C,King's Pawn Opening,39,13.0,0.33,2354.92,2218.79,136.13
A17,A,Other,624,252.0,0.4,2317.06,2247.96,69.1
B09m,B,King's Pawn Opening,31,16.5,0.53,2220.61,2160.19,60.42
C84c,C,King's Pawn Opening,31,8.5,0.27,2459.35,2422.0,37.35
C55c,C,King's Pawn Opening,162,76.0,0.47,2302.52,2337.35,-34.83
C78k,C,King's Pawn Opening,302,157.0,0.52,2320.02,2328.16,-8.14
C85b,C,King's Pawn Opening,37,11.5,0.31,2485.95,2381.57,104.38
B90k,B,King's Pawn Opening,349,137.0,0.39,2253.29,2257.77,-4.48
B50s,B,King's Pawn Opening,86,38.0,0.44,2152.12,2061.47,90.65
B06j,B,King's Pawn Opening,290,146.5,0.51,2230.58,2296.51,-65.93
A34,A,Other,702,312.5,0.45,2254.77,2240.0,14.77
A80e,A,Queen's Pawn Opening,31,12.0,0.39,2119.77,2142.52,-22.75
A36f,A,Other,150,55.0,0.37,2466.17,2362.28,103.89
D38b,D,Queen's Pawn Opening,551,253.5,0.46,2371.88,2335.42,36.46
B48d,B,King's Pawn Opening,276,132.5,0.48,2279.91,2306.46,-26.55
C18b,C,King's Pawn Opening,162,80.5,0.5,2236.78,2221.7,15.08
C11c,C,King's Pawn Opening,274,110.0,0.4,2242.5,2230.58,11.92
D23n,D,Queen's Pawn Opening,49,19.5,0.4,2386.86,2298.43,88.43
B39f,B,King's Pawn Opening,1,1,1.0,2615.0,2248.0,367.0
D37b,D,Queen's Pawn Opening,82,38.0,0.46,2428.9,2462.09,-33.19
B52f,B,King's Pawn Opening,39,18.0,0.46,2159.59,2122.0,37.59
D00i,D,Queen's Pawn Opening,487,208.0,0.43,2303.48,2290.05,13.43
B56n,B,King's Pawn Opening,117,64.0,0.55,2237.84,2319.5,-81.66
E62b,E,Queen's Pawn Opening,67,33.0,0.49,2345.81,2302.78,43.03
B06l,B,King's Pawn Opening,702,392.5,0.56,2260.53,2347.55,-87.02
E67i,E,Queen's Pawn Opening,12,6.5,0.54,2145.67,2156.33,-10.66
C12f,C,King's Pawn Opening,34,12.0,0.35,2256.91,2203.29,53.62
B31j,B,King's Pawn Opening,51,19.0,0.37,2237.88,2157.2,80.68
C48j,C,King's Pawn Opening,129,58.5,0.45,2317.32,2323.37,-6.05
E35,E,Queen's Pawn Opening,300,151.5,0.51,2265.92,2312.49,-46.57
B31e,B,King's Pawn Opening,164,63.0,0.38,2225.07,2199.07,26.0
B07r,B,King's Pawn Opening,96,42.5,0.44,2206.93,2168.41,38.52
D25l,D,Queen's Pawn Opening,31,8.0,0.26,2315.84,2203.52,112.32
D35a,D,Queen's Pawn Opening,103,43.5,0.42,2095.4,2076.42,18.98
A50e,A,Queen's Pawn Opening,93,44.0,0.47,2335.75,2334.08,1.67
B22c,B,King's Pawn Opening,749,302.0,0.4,2304.11,2273.15,30.96
C92m,C,King's Pawn Opening,15,6.5,0.43,2312.8,2205.4,107.4
C01b,C,King's Pawn Opening,36,23.5,0.65,1856.44,2062.42,-205.98
A28,A,Other,1037,498.0,0.48,2334.07,2301.19,32.88
D78c,D,Queen's Pawn Opening,64,24.5,0.38,2394.42,2319.61,74.81
E04l,E,Queen's Pawn Opening,340,132.5,0.39,2314.69,2272.45,42.24
B33o,B,King's Pawn Opening,162,84.5,0.52,2116.02,2169.91,-53.89
B06m,B,King's Pawn Opening,335,187.5,0.56,2196.35,2252.53,-56.18
B13l,B,King's Pawn Opening,88,34.5,0.39,2184.31,2198.91,-14.6
C02p,C,King's Pawn Opening,295,118.0,0.4,2322.28,2279.87,42.41
D35k,D,Queen's Pawn Opening,283,110.0,0.39,2275.13,2163.38,111.75
D29m,D,Queen's Pawn Opening,4,1,0.25,2140.0,2049.0,91.0
D35h,D,Queen's Pawn Opening,116,43.0,0.37,2330.53,2282.25,48.28
C24,C,King's Pawn Opening,396,179.0,0.45,2257.52,2216.95,40.57
B53k,B,King's Pawn Opening,345,165.0,0.48,2342.58,2341.82,0.76
B22h,B,King's Pawn Opening,479,216.5,0.45,2162.42,2145.55,16.87
E70n,E,Queen's Pawn Opening,63,28.5,0.45,2355.25,2353.78,1.47
B08d,B,King's Pawn Opening,34,18.0,0.53,2226.79,2364.94,-138.15
C10x,C,King's Pawn Opening,75,35.5,0.47,2313.25,2292.0,21.25
E25,E,Queen's Pawn Opening,134,51.5,0.38,2237.75,2227.41,10.34
D02j,D,Queen's Pawn Opening,175,89.5,0.51,2106.45,2165.61,-59.16
B51f,B,King's Pawn Opening,608,305.0,0.5,2307.99,2332.37,-24.38
A45q,A,Queen's Pawn Opening,77,44.5,0.58,2250.18,2252.96,-2.78
C11k,C,King's Pawn Opening,230,109.0,0.47,2228.14,2256.52,-28.38
B03r,B,King's Pawn Opening,68,43.0,0.63,1984.63,2144.06,-159.43
D44m,D,Queen's Pawn Opening,22,7.5,0.34,2354.91,2248.73,106.18
E61v,E,Queen's Pawn Opening,70,29.0,0.41,2148.24,2158.89,-10.65
B22u,B,King's Pawn Opening,551,294.0,0.53,2139.84,2206.78,-66.94
C78d,C,King's Pawn Opening,114,52.0,0.46,2406.46,2414.59,-8.13
D11e,D,Queen's Pawn Opening,47,26.5,0.56,2216.79,2313.13,-96.34
A45w,A,Queen's Pawn Opening,153,56.5,0.37,2280.04,2207.7,72.34
C54d,C,King's Pawn Opening,484,208.0,0.43,2169.85,2173.92,-4.07
E08o,E,Queen's Pawn Opening,19,6.5,0.34,2321.68,2227.05,94.63
B12q,B,King's Pawn Opening,403,167.5,0.42,2353.23,2335.63,17.6
B15k,B,King's Pawn Opening,150,89.5,0.6,2150.89,2266.83,-115.94
D52a,D,Queen's Pawn Opening,57,25.0,0.44,2211.37,2122.23,89.14
D76i,D,Queen's Pawn Opening,9,5,0.56,2201.78,2276.22,-74.44
B22t,B,King's Pawn Opening,326,159.0,0.49,2111.2,2195.14,-83.94
C50r,C,King's Pawn Opening,319,139.5,0.44,2335.18,2326.76,8.42
B31g,B,King's Pawn Opening,267,103.0,0.39,2283.11,2255.79,27.32
D11l,D,Queen's Pawn Opening,166,71.5,0.43,2215.02,2238.42,-23.4
B96v,B,King's Pawn Opening,2,0,0.0,2503.5,2388.0,115.5
B30a,B,King's Pawn Opening,187,86.5,0.46,2236.64,2210.05,26.59
B07t,B,King's Pawn Opening,244,112.0,0.46,2190.98,2192.93,-1.95
E04b,E,Queen's Pawn Opening,328,152.0,0.46,2295.26,2298.84,-3.58
D31a,D,Queen's Pawn Opening,233,102.0,0.44,2277.44,2260.48,16.96
C45v,C,King's Pawn Opening,34,21.5,0.63,2086.79,2219.32,-132.53
C64a,C,King's Pawn Opening,11,3,0.27,1975.18,1925.73,49.45
E67h,E,Queen's Pawn Opening,51,18.5,0.36,2389.06,2359.92,29.14
B18b,B,King's Pawn Opening,13,7.0,0.54,2115.62,1972.54,143.08
B42g,B,King's Pawn Opening,295,139.0,0.47,2259.68,2287.89,-28.21
A30d,A,Other,155,71.0,0.46,2329.81,2269.82,59.99
B15v,B,King's Pawn Opening,1321,655.0,0.5,2188.01,2235.24,-47.23
D30i,D,Queen's Pawn Opening,320,116.5,0.36,2233.59,2128.43,105.16
B54o,B,King's Pawn Opening,137,61.5,0.45,2158.33,2200.95,-42.62
B52a,B,King's Pawn Opening,349,127.0,0.36,2345.82,2255.61,90.21
E11m,E,Queen's Pawn Opening,134,64.0,0.48,2270.36,2299.05,-28.69
A13j,A,Other,75,32.5,0.43,2248.83,2188.01,60.82
B06r,B,King's Pawn Opening,503,267.5,0.53,2195.06,2275.21,-80.15
C63e,C,King's Pawn Opening,94,52.0,0.55,2259.2,2236.49,22.71
A08,A,Other,1820,812.0,0.45,2239.88,2190.51,49.37
D46q,D,Queen's Pawn Opening,66,11.5,0.17,2202.14,2030.33,171.81
A00f,A,Other,927,311.0,0.34,2373.85,2282.55,91.3
B34n,B,King's Pawn Opening,9,4.5,0.5,1823.0,1993.22,-170.22
C84f,C,King's Pawn Opening,772,305.0,0.4,2366.52,2324.12,42.4
A09j,A,Other,64,29.0,0.45,2277.12,2278.34,-1.22
C50q,C,King's Pawn Opening,167,88.5,0.53,2225.6,2261.89,-36.29
E08g,E,Queen's Pawn Opening,130,67.5,0.52,2426.36,2494.39,-68.03
D31g,D,Queen's Pawn Opening,86,37.0,0.43,2353.71,2290.27,63.44
B38u,B,King's Pawn Opening,44,19.0,0.43,2170.25,2146.48,23.77
E11l,E,Queen's Pawn Opening,179,78.5,0.44,2260.5,2315.15,-54.65
E11o,E,Queen's Pawn Opening,78,39.5,0.51,2226.47,2238.22,-11.75
B45f,B,King's Pawn Opening,330,136.5,0.41,2337.0,2303.02,33.98
C68g,C,King's Pawn Opening,37,15.5,0.42,2186.35,2221.27,-34.92
A43t,A,Queen's Pawn Opening,78,39.5,0.51,2230.27,2220.63,9.64
B47a,B,King's Pawn Opening,232,107.0,0.46,2285.99,2281.18,4.81
D41n,D,Queen's Pawn Opening,257,114.5,0.45,2316.71,2306.3,10.41
B51q,B,King's Pawn Opening,34,15.0,0.44,2418.18,2433.56,-15.38
B54n,B,King's Pawn Opening,70,35.5,0.51,2211.84,2217.31,-5.47
B11g,B,King's Pawn Opening,344,180.0,0.52,2289.04,2304.4,-15.36
B10k,B,King's Pawn Opening,171,67.0,0.39,2226.28,2250.02,-23.74
D38g,D,Queen's Pawn Opening,204,103.0,0.5,2334.33,2371.94,-37.61
B38e,B,King's Pawn Opening,24,7.5,0.31,2192.08,2157.5,34.58
B86,B,King's Pawn Opening,481,225.0,0.47,2203.09,2205.43,-2.34
B56m,B,King's Pawn Opening,98,52.5,0.54,2156.96,2163.8,-6.84
B41a,B,King's Pawn Opening,141,64.5,0.46,2281.66,2271.5,10.16
D13k,D,Queen's Pawn Opening,108,60.0,0.56,2241.53,2296.26,-54.73
E05o,E,Queen's Pawn Opening,28,10.5,0.38,2313.0,2329.96,-16.96
B40s,B,King's Pawn Opening,27,21.0,0.78,2040.81,2057.63,-16.82
D34e,D,Queen's Pawn Opening,26,9.0,0.35,2319.0,2284.88,34.12
C01n,C,King's Pawn Opening,28,13.0,0.46,1830.86,2006.36,-175.5
C54k,C,King's Pawn Opening,438,201.0,0.46,2165.62,2179.08,-13.46
A87,A,Queen's Pawn Opening,301,136.5,0.45,2190.72,2239.03,-48.31
C72,C,King's Pawn Opening,216,101.5,0.47,2289.77,2296.36,-6.59
D38p,D,Queen's Pawn Opening,194,82.5,0.43,2417.35,2407.8,9.55
D11p,D,Queen's Pawn Opening,175,94.0,0.54,2100.05,2190.62,-90.57
B40g,B,King's Pawn Opening,134,58.0,0.43,2218.38,2184.54,33.84
B52c,B,King's Pawn Opening,76,37.0,0.49,2358.22,2400.32,-42.1
C47h,C,King's Pawn Opening,9,4.0,0.44,2375.33,2267.89,107.44
A13v,A,Other,267,121.0,0.45,2359.99,2308.48,51.51
D38k,D,Queen's Pawn Opening,49,25.5,0.52,2421.39,2498.82,-77.43
A45j,A,Queen's Pawn Opening,134,61.0,0.46,2215.1,2237.91,-22.81
D14p,D,Queen's Pawn Opening,17,8.5,0.5,2360.59,2345.41,15.18
C42s,C,King's Pawn Opening,176,72.5,0.41,2383.2,2341.12,42.08
D10f,D,Queen's Pawn Opening,249,111.0,0.45,2241.54,2258.44,-16.9
B42f,B,King's Pawn Opening,149,81.5,0.55,2243.15,2305.21,-62.06
C86i,C,King's Pawn Opening,24,11.0,0.46,2122.08,2107.42,14.66
D87g,D,Queen's Pawn Opening,113,55.5,0.49,2315.29,2340.94,-25.65
A56p,A,Queen's Pawn Opening,57,29.0,0.51,2225.42,2234.4,-8.98
C18r,C,King's Pawn Opening,96,45.0,0.47,2228.91,2206.81,22.1
E73y,E,Queen's Pawn Opening,16,2.5,0.16,2102.38,2078.12,24.26
C45h,C,King's Pawn Opening,177,85.5,0.48,2319.17,2347.41,-28.24
E16o,E,Queen's Pawn Opening,20,10.0,0.5,2274.55,2257.3,17.25
E60e,E,Queen's Pawn Opening,101,52.5,0.52,2273.62,2298.95,-25.33
B13b,B,King's Pawn Opening,125,62.5,0.5,2070.77,2135.66,-64.89
D20p,D,Queen's Pawn Opening,33,14.0,0.42,2389.76,2257.85,131.91
C44n,C,King's Pawn Opening,51,24.0,0.47,2245.39,2189.8,55.59
D36t,D,Queen's Pawn Opening,220,99.0,0.45,2250.0,2246.44,3.56
D55h,D,Queen's Pawn Opening,40,13.0,0.33,2249.8,2213.2,36.6
E73e,E,Queen's Pawn Opening,26,14.5,0.56,2181.08,2288.04,-106.96
D02o,D,Queen's Pawn Opening,1470,733.5,0.5,2279.22,2276.97,2.25
D05g,D,Queen's Pawn Opening,130,64.5,0.5,2162.77,2138.66,24.11
D32m,D,Queen's Pawn Opening,74,29.0,0.39,2300.45,2295.05,5.4
B52q,B,King's Pawn Opening,124,54.0,0.44,2289.56,2219.04,70.52
B42e,B,King's Pawn Opening,76,30.5,0.4,2173.43,2175.75,-2.32
B12o,B,King's Pawn Opening,139,68.5,0.49,2083.45,2155.91,-72.46
C88k,C,King's Pawn Opening,243,108.5,0.45,2346.26,2368.44,-22.18
D32d,D,Queen's Pawn Opening,76,45.5,0.6,2230.79,2261.74,-30.95
A43n,A,Queen's Pawn Opening,101,51.5,0.51,2235.98,2261.43,-25.45
A41u,A,Queen's Pawn Opening,205,97.0,0.47,2295.41,2311.74,-16.33
D00j,D,Queen's Pawn Opening,369,196.0,0.53,2299.34,2352.82,-53.48
B06p,B,King's Pawn Opening,732,374.5,0.51,2228.03,2296.9,-68.87
C48a,C,King's Pawn Opening,193,107.5,0.56,2283.62,2324.75,-41.13
D11i,D,Queen's Pawn Opening,199,71.0,0.36,2350.87,2275.72,75.15
B07d,B,King's Pawn Opening,261,119.0,0.46,2168.07,2125.46,42.61
C49f,C,King's Pawn Opening,46,23.0,0.5,2340.78,2326.37,14.41
D43i,D,Queen's Pawn Opening,57,25.5,0.45,2248.81,2166.88,81.93
B06t,B,King's Pawn Opening,60,25.5,0.42,2191.42,2261.63,-70.21
B33p,B,King's Pawn Opening,146,85.0,0.58,2138.83,2218.41,-79.58
E10l,E,Queen's Pawn Opening,56,25.5,0.46,2220.75,2209.45,11.3
A45n,A,Queen's Pawn Opening,263,109.5,0.42,2229.89,2192.55,37.34
D70,D,Queen's Pawn Opening,205,77.5,0.38,2285.96,2138.66,147.3
E67k,E,Queen's Pawn Opening,15,14.0,0.93,2281.93,2403.47,-121.54
C22,C,King's Pawn Opening,385,188.0,0.49,2184.43,2211.56,-27.13
D43k,D,Queen's Pawn Opening,100,47.5,0.47,2288.39,2280.59,7.8
B04m,B,King's Pawn Opening,45,21.0,0.47,2213.96,2239.67,-25.71
A44j,A,Queen's Pawn Opening,5,2.0,0.4,2370.6,2366.4,4.2
C44f,C,King's Pawn Opening,179,74.0,0.41,2364.49,2302.09,62.4
D31s,D,Queen's Pawn Opening,27,11.5,0.43,2119.7,2082.74,36.96
E71c,E,Queen's Pawn Opening,96,51.0,0.53,2391.8,2405.04,-13.24
D17n,D,Queen's Pawn Opening,25,10.5,0.42,2392.96,2310.64,82.32
B06a,B,King's Pawn Opening,239,125.0,0.52,2174.84,2276.68,-101.84
E15d,E,Queen's Pawn Opening,251,128.5,0.51,2249.58,2319.87,-70.29
B48g,B,King's Pawn Opening,186,95.5,0.51,2233.88,2293.35,-59.47
D37k,D,Queen's Pawn Opening,284,103.0,0.36,2292.39,2219.71,72.68
A30s,A,Other,43,16.0,0.37,2406.63,2328.21,78.42
A40h,A,Queen's Pawn Opening,145,80.0,0.55,2185.15,2266.86,-81.71
C47s,C,King's Pawn Opening,236,121.5,0.51,2226.61,2304.39,-77.78
C88d,C,King's Pawn Opening,21,8.5,0.4,2041.48,1967.71,73.77
B13e,B,King's Pawn Opening,430,224.0,0.52,2224.12,2246.63,-22.51
B25b,B,King's Pawn Opening,51,26.5,0.52,2072.41,2122.65,-50.24
A13f,A,Other,32,17.0,0.53,2382.5,2450.59,-68.09
B06q,B,King's Pawn Opening,145,76.5,0.53,2176.25,2298.67,-122.42
D79g,D,Queen's Pawn Opening,143,57.5,0.4,2240.06,2202.78,37.28
C07h,C,King's Pawn Opening,439,193.0,0.44,2300.44,2304.58,-4.14
A46f,A,Queen's Pawn Opening,41,21.5,0.52,2048.68,2176.88,-128.2
B45n,B,King's Pawn Opening,412,200.0,0.49,2297.55,2293.57,3.98
B27i,B,King's Pawn Opening,291,124.5,0.43,2218.12,2159.9,58.22
B51a,B,King's Pawn Opening,940,462.5,0.49,2301.87,2332.32,-30.45
C46g,C,King's Pawn Opening,6,4,0.67,2242.67,2417.0,-174.33
C47x,C,King's Pawn Opening,146,79.5,0.54,2241.16,2279.47,-38.31
B32m,B,King's Pawn Opening,37,19.0,0.51,2179.84,2115.62,64.22
C60k,C,King's Pawn Opening,97,56.5,0.58,2184.99,2274.3,-89.31
D45f,D,Queen's Pawn Opening,391,187.0,0.48,2307.02,2319.51,-12.49
B52s,B,King's Pawn Opening,112,56.5,0.5,2224.67,2150.76,73.91
B35i,B,King's Pawn Opening,227,108.0,0.48,2210.64,2220.69,-10.05
B30q,B,King's Pawn Opening,508,217.5,0.43,2307.49,2318.41,-10.92
E63a,E,Queen's Pawn Opening,94,40.0,0.43,2251.9,2175.54,76.36
B80a,B,King's Pawn Opening,47,31.0,0.66,1925.53,2068.15,-142.62
D10v,D,Queen's Pawn Opening,130,53.0,0.41,2308.2,2221.05,87.15
A43l,A,Queen's Pawn Opening,74,35.0,0.47,2246.97,2237.46,9.51
A35f,A,Other,110,43.5,0.4,2363.07,2271.02,92.05
C79,C,King's Pawn Opening,240,122.0,0.51,2290.53,2317.84,-27.31
D04e,D,Queen's Pawn Opening,66,37.5,0.57,2078.95,2206.38,-127.43
B28f,B,King's Pawn Opening,248,122.5,0.49,2183.96,2236.36,-52.4
B30s,B,King's Pawn Opening,245,110.5,0.45,2333.95,2332.74,1.21
D80,D,Queen's Pawn Opening,260,121.0,0.47,2208.28,2220.11,-11.83
D31k,D,Queen's Pawn Opening,58,32.0,0.55,2062.66,2198.26,-135.6
E05g,E,Queen's Pawn Opening,218,109.5,0.5,2157.92,2191.31,-33.39
C07f,C,King's Pawn Opening,43,25.0,0.58,2333.93,2365.81,-31.88
C55d,C,King's Pawn Opening,657,339.0,0.52,2293.54,2311.61,-18.07
D00f,D,Queen's Pawn Opening,201,106.0,0.53,2192.78,2199.84,-7.06
E12w,E,Queen's Pawn Opening,87,41.0,0.47,2079.23,2101.49,-22.26
B43a,B,King's Pawn Opening,20,9.0,0.45,2130.55,2088.45,42.1
D00h,D,Queen's Pawn Opening,149,68.0,0.46,2214.31,2211.6,2.71
A40g,A,Queen's Pawn Opening,177,89.0,0.5,2297.29,2343.58,-46.29
C92o,C,King's Pawn Opening,47,18.5,0.39,2249.0,2274.15,-25.15
B41j,B,King's Pawn Opening,102,46.0,0.45,2235.35,2285.7,-50.35
B10v,B,King's Pawn Opening,1183,560.5,0.47,2250.08,2250.39,-0.31
C44y,C,King's Pawn Opening,99,41.5,0.42,2224.89,2216.26,8.63
E50,E,Queen's Pawn Opening,102,55.0,0.54,2221.03,2291.27,-70.24
D30s,D,Queen's Pawn Opening,339,110.0,0.32,2303.52,2172.24,131.28
C90i,C,King's Pawn Opening,15,6.0,0.4,2142.27,2213.4,-71.13
B52k,B,King's Pawn Opening,71,26.5,0.37,2294.48,2197.01,97.47
E94u,E,Queen's Pawn Opening,192,91.0,0.47,2284.15,2290.16,-6.01
B27a,B,King's Pawn Opening,59,20.5,0.35,2264.88,2241.93,22.95
B11f,B,King's Pawn Opening,97,41.0,0.42,2248.1,2237.98,10.12
B41k,B,King's Pawn Opening,209,92.5,0.44,2256.99,2276.77,-19.78
C88n,C,King's Pawn Opening,148,68.5,0.46,2382.88,2345.28,37.6
C42g,C,King's Pawn Opening,443,203.0,0.46,2269.82,2252.27,17.55
E04o,E,Queen's Pawn Opening,29,15.5,0.53,2184.59,2179.24,5.35
D18s,D,Queen's Pawn Opening,8,6.0,0.75,2345.38,2365.5,-20.12
E93,E,Queen's Pawn Opening,104,45.0,0.43,2240.82,2180.26,60.56
E92d,E,Queen's Pawn Opening,45,25.0,0.56,2184.27,2230.33,-46.06
A29,A,Other,752,362.0,0.48,2255.32,2247.13,8.19
B63t,B,King's Pawn Opening,5,2.5,0.5,2304.2,2347.4,-43.2
C26e,C,King's Pawn Opening,20,11.5,0.57,2272.75,2374.5,-101.75
E11i,E,Queen's Pawn Opening,448,210.0,0.47,2295.71,2322.93,-27.22
A88,A,Queen's Pawn Opening,253,125.0,0.49,2195.21,2244.98,-49.77
D02m,D,Queen's Pawn Opening,264,122.0,0.46,2166.13,2136.83,29.3
E22,E,Queen's Pawn Opening,42,20.5,0.49,2173.1,2203.07,-29.97
D36f,D,Queen's Pawn Opening,113,43.5,0.38,2211.62,2106.24,105.38
D30p,D,Queen's Pawn Opening,104,42.0,0.4,2150.93,2022.44,128.49
A09u,A,Other,35,17.0,0.49,2377.43,2336.77,40.66
E49,E,Queen's Pawn Opening,489,194.0,0.4,2423.09,2380.41,42.68
B27k,B,King's Pawn Opening,359,160.5,0.45,2200.77,2154.29,46.48
D10o,D,Queen's Pawn Opening,71,30.5,0.43,2193.23,2241.61,-48.38
E05f,E,Queen's Pawn Opening,177,82.5,0.47,2235.84,2227.52,8.32
C28e,C,King's Pawn Opening,135,68.0,0.5,2261.51,2289.89,-28.38
C49c,C,King's Pawn Opening,9,5.0,0.56,2192.89,2261.89,-69.0
A91,A,Queen's Pawn Opening,104,52.0,0.5,2210.97,2189.83,21.14
B46l,B,King's Pawn Opening,95,58.0,0.61,2240.45,2380.51,-140.06
C60p,C,King's Pawn Opening,124,55.0,0.44,2386.57,2364.55,22.02
D11o,D,Queen's Pawn Opening,542,255.0,0.47,2183.51,2170.02,13.49
E00c,E,Queen's Pawn Opening,43,13.0,0.3,2666.72,2517.84,148.88
D41b,D,Queen's Pawn Opening,288,132.0,0.46,2459.64,2435.58,24.06
B54e,B,King's Pawn Opening,75,27.0,0.36,2279.4,2275.6,3.8
D30r,D,Queen's Pawn Opening,405,195.5,0.48,2304.94,2290.42,14.52
D34p,D,Queen's Pawn Opening,69,30.0,0.43,2231.43,2146.62,84.81
E12f,E,Queen's Pawn Opening,17,7.5,0.44,2354.12,2320.24,33.88
C65j,C,King's Pawn Opening,889,385.0,0.43,2448.39,2382.83,65.56
B10s,B,King's Pawn Opening,230,111.0,0.48,2224.16,2183.22,40.94
